"id","created_at","updated_at","form","hin","hin_1","hin_2","hin_3","katsu_kei","katsu_kata","genkei","yomi","hatsu","history_id","category_id","genre_id","user_id"
"48825","04/15/2015 08:28:51","04/15/2015 08:28:51","と","助詞","格助詞","引用","*","*","*","と","ト","ト","1485","14","1",NULL
"48826","04/15/2015 08:28:51","04/15/2015 08:28:51","し","動詞","自立","*","*","サ変・スル","連用形","する","シ","シ","1485","14","1",NULL
"48827","04/15/2015 08:28:51","04/15/2015 08:28:51","た","助動詞","*","*","*","特殊・タ","基本形","た","タ","タ","1485","14","1",NULL
"48828","04/15/2015 08:28:51","04/15/2015 08:28:51","上","名詞","非自立","副詞可能","*","*","*","上","ウエ","ウエ","1485","14","1",NULL
"48829","04/15/2015 08:28:51","04/15/2015 08:28:51","で","助詞","格助詞","一般","*","*","*","で","デ","デ","1485","14","1",NULL
"48830","04/15/2015 08:28:51","04/15/2015 08:28:51","、","記号","読点","*","*","*","*","、","、","、","1485","14","1",NULL
"48831","04/15/2015 08:28:51","04/15/2015 08:28:51","組合","名詞","一般","*","*","*","*","組合","クミアイ","クミアイ","1485","14","1",NULL
"48832","04/15/2015 08:28:51","04/15/2015 08:28:51","加入","名詞","サ変接続","*","*","*","*","加入","カニュウ","カニュー","1485","14","1",NULL
"48833","04/15/2015 08:28:51","04/15/2015 08:28:51","の","助詞","連体化","*","*","*","*","の","ノ","ノ","1485","14","1",NULL
"48834","04/15/2015 08:28:51","04/15/2015 08:28:51","有無","名詞","一般","*","*","*","*","有無","ウム","ウム","1485","14","1",NULL
"48835","04/15/2015 08:28:51","04/15/2015 08:28:51","など","助詞","副助詞","*","*","*","*","など","ナド","ナド","1485","14","1",NULL
"48836","04/15/2015 08:28:51","04/15/2015 08:28:51","を","助詞","格助詞","一般","*","*","*","を","ヲ","ヲ","1485","14","1",NULL
"48837","04/15/2015 08:28:51","04/15/2015 08:28:51","５","名詞","数","*","*","*","*","５","ゴ","ゴ","1485","14","1",NULL
"48838","04/15/2015 08:28:51","04/15/2015 08:28:51","項目","名詞","一般","*","*","*","*","項目","コウモク","コーモク","1485","14","1",NULL
"48839","04/15/2015 08:28:51","04/15/2015 08:28:51","の","助詞","連体化","*","*","*","*","の","ノ","ノ","1485","14","1",NULL
"48840","04/15/2015 08:28:51","04/15/2015 08:28:51","質問","名詞","サ変接続","*","*","*","*","質問","シツモン","シツモン","1485","14","1",NULL
"48841","04/15/2015 08:28:51","04/15/2015 08:28:51","内容","名詞","一般","*","*","*","*","内容","ナイヨウ","ナイヨー","1485","14","1",NULL
"48842","04/15/2015 08:28:51","04/15/2015 08:28:51","を","助詞","格助詞","一般","*","*","*","を","ヲ","ヲ","1485","14","1",NULL
"48843","04/15/2015 08:28:51","04/15/2015 08:28:51","違法","名詞","形容動詞語幹","*","*","*","*","違法","イホウ","イホー","1485","14","1",NULL
"48844","04/15/2015 08:28:51","04/15/2015 08:28:51","と","助詞","格助詞","引用","*","*","*","と","ト","ト","1485","14","1",NULL
"48845","04/15/2015 08:28:51","04/15/2015 08:28:51","結論づけ","動詞","自立","*","*","一段","連用形","結論づける","ケツロンヅケ","ケツロンズケ","1485","14","1",NULL
"48846","04/15/2015 08:28:51","04/15/2015 08:28:51","た","助動詞","*","*","*","特殊・タ","基本形","た","タ","タ","1485","14","1",NULL
"48847","04/15/2015 08:28:51","04/15/2015 08:28:51","。","記号","句点","*","*","*","*","。","。","。","1485","14","1",NULL
"48848","04/15/2015 08:28:51","04/15/2015 08:28:51","賠償","名詞","サ変接続","*","*","*","*","賠償","バイショウ","バイショー","1485","14","1",NULL
"48849","04/15/2015 08:28:51","04/15/2015 08:28:51","額","名詞","接尾","一般","*","*","*","額","ガク","ガク","1485","14","1",NULL
"48850","04/15/2015 08:28:51","04/15/2015 08:28:51","は","助詞","係助詞","*","*","*","*","は","ハ","ワ","1485","14","1",NULL
"48851","04/15/2015 08:28:51","04/15/2015 08:28:51","１","名詞","数","*","*","*","*","１","イチ","イチ","1485","14","1",NULL
"48852","04/15/2015 08:28:51","04/15/2015 08:28:51","人","名詞","接尾","助数詞","*","*","*","人","ニン","ニン","1485","14","1",NULL
"48853","04/15/2015 08:28:51","04/15/2015 08:28:51","あたり","名詞","接尾","一般","*","*","*","あたり","アタリ","アタリ","1485","14","1",NULL
"48854","04/15/2015 08:28:51","04/15/2015 08:28:51","６","名詞","数","*","*","*","*","６","ロク","ロク","1485","14","1",NULL
"48855","04/15/2015 08:28:51","04/15/2015 08:28:51","千","名詞","数","*","*","*","*","千","セン","セン","1485","14","1",NULL
"48856","04/15/2015 08:28:51","04/15/2015 08:28:51","円","名詞","接尾","助数詞","*","*","*","円","エン","エン","1485","14","1",NULL
"48857","04/15/2015 08:28:51","04/15/2015 08:28:51","と","助詞","格助詞","引用","*","*","*","と","ト","ト","1485","14","1",NULL
"48858","04/15/2015 08:28:51","04/15/2015 08:28:51","し","動詞","自立","*","*","サ変・スル","連用形","する","シ","シ","1485","14","1",NULL
"48859","04/15/2015 08:28:51","04/15/2015 08:28:51","た","助動詞","*","*","*","特殊・タ","基本形","た","タ","タ","1485","14","1",NULL
"48860","04/15/2015 08:28:51","04/15/2015 08:28:51","。","記号","句点","*","*","*","*","。","。","。","1485","14","1",NULL
"48861","04/15/2015 08:28:51","04/15/2015 08:28:51","
","記号","一般","*","*","*","*","*","*","*","1485","14","1",NULL
"48862","04/15/2015 08:28:51","04/15/2015 08:28:51","
","記号","一般","*","*","*","*","*","*","*","1485","14","1",NULL
"48863","04/15/2015 08:28:51","04/15/2015 08:28:51","　","記号","空白","*","*","*","*","　","　","　","1485","14","1",NULL
"48864","04/15/2015 08:28:51","04/15/2015 08:28:51","判決","名詞","サ変接続","*","*","*","*","判決","ハンケツ","ハンケツ","1485","14","1",NULL
